student_id,alumni_id,alumni_meetup_date
199,330,2019-11-13
200,127,
201,347,2019-08-10
202,472,2021-03-02
203,230,2020-03-06
203,189,2020-12-06
203,224,2021-03-25
203,384,2019-07-08
204,376,
205,282,
206,445,2022-08-28
207,120,2021-04-04
208,115,2019-05-15
209,460,2021-04-25
210,232,2019-05-25
211,258,2021-06-21
212,358,2022-09-20
213,197,2022-08-21
214,455,2020-07-23
215,410,2021-05-30
216,136,2018-11-14
217,317,2021-11-12
218,164,2021-03-06
219,224,2020-01-10
220,306,2022-08-23
221,233,2019-12-12
222,171,2021-12-11
223,151,2019-04-18
224,462,2020-11-14
225,314,
226,373,2020-10-16
227,159,2021-11-22
228,95,2018-11-18
229,471,2019-12-17
230,232,2021-04-03
231,179,2020-01-30
232,112,2019-03-26
233,317,2023-06-28
234,496,2022-01-12
235,441,2021-09-01
236,51,2021-03-05
237,267,2022-05-05
238,294,2020-02-15
239,385,2022-08-13
240,386,2021-04-21
241,112,
242,100,2021-05-26
243,112,2022-07-04
244,439,2022-01-18
245,80,2020-08-30
246,186,2022-07-27
247,112,2021-01-29
248,1,2023-11-02
249,129,2020-12-30
250,219,2023-04-14
251,53,2020-03-28
252,342,2021-11-04
253,484,2021-05-16
254,223,2020-08-09
254,224,2020-10-17
255,384,2022-05-25
256,402,2021-04-12
256,125,2020-10-31
257,129,2021-04-28
258,52,2022-12-09
259,171,2021-10-28
260,217,2020-12-17
261,159,2023-04-22
262,197,2019-03-25
263,415,2023-09-21
264,246,2022-01-07
264,323,2022-09-11
265,438,2022-12-16
266,202,2022-07-28
267,183,2021-04-07
268,122,2022-01-10
269,400,2022-08-14
270,254,2022-06-11
271,293,2021-09-29
272,279,2022-06-09
273,324,
274,371,2020-12-16
275,97,2020-10-18
276,197,2022-03-05
277,469,2022-06-18
277,394,2023-01-25
278,239,2020-02-01
279,143,2022-07-08
280,96,2023-09-07
281,200,2022-06-24
282,123,2019-02-23
283,186,2020-09-17
284,325,2018-12-19
285,463,2018-12-22
286,348,2021-11-25
287,258,2020-07-22
287,147,2019-02-25
288,251,2020-06-17
289,442,2019-02-08
290,419,2018-12-28
291,402,2019-04-25
292,345,2020-11-27
293,450,2023-05-08
294,146,2022-11-20
295,147,2019-05-08
295,351,2022-11-28
296,198,2021-03-07
297,307,2019-10-18
298,488,2020-03-22
299,416,2021-09-09
300,423,2021-10-15
301,127,2021-09-28
301,38,2021-12-26
302,337,2019-07-21
303,359,2020-01-30
304,128,2019-05-16
305,266,2018-12-01
306,475,
307,440,2021-12-12
308,472,2019-05-20
309,433,2019-12-07
310,150,2022-07-03
311,414,
312,477,2019-09-21
312,297,2023-11-19
313,98,2020-04-11
313,262,2019-01-10
314,251,2023-08-04
315,143,2023-09-30
316,345,2022-12-31
317,111,2021-11-12
318,499,2020-04-05
318,59,2023-05-11
319,368,2021-01-20
319,1,2022-07-06
320,384,2021-09-22
321,303,2021-05-13
322,253,
323,139,2023-03-18
324,452,2020-10-18
325,36,2019-09-07
326,159,2020-06-05
327,8,2018-12-17
327,232,2023-09-09
328,98,2021-11-28
329,146,2022-09-13
330,303,2020-06-11
331,207,2020-04-04
331,130,2022-09-12
332,403,2023-07-29
333,151,
334,53,2022-06-04
335,119,2020-09-25
336,160,2022-11-20
337,407,2020-01-28
338,115,2022-04-21
339,74,2021-02-22
340,112,2019-02-22
341,455,2018-12-15
342,419,2019-12-13
343,421,2019-08-28
344,103,2021-11-01
345,339,2021-10-07
346,253,
347,226,2022-02-21
348,111,2021-12-24
348,472,2021-05-09
349,98,2020-01-27
349,152,2021-07-29
350,348,2022-06-10
351,401,
352,383,2022-05-12
353,365,2019-08-27
354,337,2019-02-05
355,193,2023-06-13
356,309,2022-11-03
357,162,2022-07-28
358,207,2020-09-27
359,444,2019-10-02
360,168,2019-07-02
361,483,2023-09-16
362,160,2021-11-21
362,67,2022-10-06
362,288,2019-06-05
362,397,2023-05-24
363,276,2018-12-16
364,303,2019-08-23
365,403,
366,383,2020-06-28
367,391,2021-06-12
368,134,
369,194,2020-12-17
370,400,2021-06-08
371,127,2021-06-20
372,32,2019-10-17
373,175,2019-02-16
374,459,2023-07-15
375,442,2020-06-15
376,370,2022-03-06
377,469,
378,374,2022-05-04
379,21,2020-09-06
380,237,2021-06-13
381,157,2022-01-22
382,37,2023-07-26
383,229,2023-08-16
384,364,2021-05-19
385,50,2020-12-18
386,437,2020-11-02
387,263,2021-04-17
388,282,2023-07-11
389,26,2023-04-01
390,225,2022-03-09
391,276,2023-09-18
392,285,2022-06-13
393,96,2019-12-09
394,283,2022-11-26
395,366,
395,447,2023-01-06
396,480,2022-09-07
397,452,2022-02-06
398,316,2019-02-27
399,303,2019-03-06
400,146,2020-01-17
401,3,2021-09-15
402,34,
403,191,2021-02-24
404,48,2020-02-15
405,16,2022-12-29
406,171,2021-07-04
407,219,2022-04-03
408,157,2020-11-19
409,476,2022-05-12
410,45,2023-07-17
411,372,2019-07-25
412,5,
413,98,2019-03-20
414,379,2019-07-09
414,232,2022-08-28
415,36,2022-11-09
416,279,2023-09-27
417,348,2021-04-08
418,496,2023-01-11
418,301,2019-08-07
419,180,2020-11-08
420,94,2020-02-20
421,98,
421,187,2019-10-03
422,480,2023-10-27
423,115,2022-11-16
424,190,2019-02-25
425,252,2022-03-29
426,468,2022-03-21
427,415,2019-12-16
428,470,2022-02-15
429,160,2022-04-19
430,255,2023-05-18
431,322,2023-09-17
432,127,2019-08-25
433,17,2021-07-11
434,280,2022-09-09
435,489,2020-11-17
436,222,2021-02-14
437,53,2020-08-13
437,57,2020-10-19
438,322,2022-04-09
439,359,2023-02-18
440,173,2019-10-24
441,279,2021-02-21
442,113,2020-07-20
443,287,2022-07-13
444,430,2021-05-14
444,341,2020-07-17
445,150,2020-09-19
446,449,2023-08-10
447,126,2020-08-14
448,154,2019-07-18
450,489,2019-11-25
451,385,
452,473,2022-07-22
453,272,2020-08-04
454,103,2019-06-12
455,416,2020-04-11
456,392,2021-12-22
457,298,
458,245,2022-08-10
459,175,2022-04-13
459,38,2022-07-17
460,476,2023-07-10
461,169,2019-03-11
462,246,2021-07-04
463,25,2022-06-15
464,354,2022-11-21
465,305,2019-10-29
466,408,2020-10-05
466,407,2019-12-01
467,12,2022-08-27
468,315,2020-09-21
469,390,2020-08-30
470,312,2019-11-10
471,35,2020-03-07
472,172,2021-12-25
473,19,2022-08-02
474,320,2023-11-08
475,263,2023-02-18
476,493,2023-10-29
476,399,2020-12-28
477,141,2023-06-12
478,459,2021-07-21
479,370,2019-11-29
480,470,2019-12-04
480,142,
481,91,2021-09-06
482,353,2019-11-17
483,321,2018-12-18
484,287,2019-08-16
484,214,2020-05-10
485,446,2023-08-03
486,341,2022-03-12
487,50,2021-09-04
488,152,2021-03-03
489,185,2019-03-22
490,62,2022-06-25
491,189,2021-12-25
492,124,2022-01-15
493,149,2022-08-23
494,313,2021-03-14
495,57,2019-08-08
496,341,2019-04-19
497,304,2021-03-08
498,179,2019-07-06
499,169,2021-03-03
500,325,2022-12-20
500,270,2022-04-07
501,53,2019-09-06
502,490,2023-05-10
503,443,2021-11-14
504,100,2022-06-24
505,480,2020-07-09
506,263,2020-10-14
506,52,2019-05-24
506,59,2021-02-05
507,491,2019-11-18
508,107,2019-06-23
509,4,2021-10-21
510,102,2022-07-12
511,195,2020-07-25
512,261,2021-10-21
513,364,2019-09-12
514,479,2019-04-12
515,371,2022-05-27
516,349,2020-04-01
516,46,2022-06-01
517,354,2022-05-09
518,310,2023-01-11
519,423,2019-05-12
520,307,2018-12-16
521,143,2021-05-29
522,268,2021-08-22
523,369,2022-04-19
524,123,2021-08-17
525,105,2021-05-06
526,157,2021-11-09
527,146,2021-06-13
527,144,2021-08-11
528,119,2020-10-02
528,318,
528,274,2019-05-28
529,91,2019-03-13
529,57,2021-01-11
529,438,2023-02-24
529,345,2023-09-26
530,228,2023-07-08
531,473,2020-03-07
532,116,2021-03-28
533,317,2019-07-23
534,278,2019-05-18
535,126,2021-10-12
536,392,2023-09-01
536,395,2020-06-04
536,128,2022-03-20
537,57,2020-02-01
537,121,2019-04-17
538,0,2019-05-17
539,238,2022-09-02
540,289,2022-07-06
541,95,2022-02-26
542,125,2021-02-25
543,117,2019-11-14
544,47,2019-01-09
544,88,2019-03-14
545,487,2019-10-17
546,236,2021-03-13
547,372,2018-12-29
548,384,2023-08-02
549,271,2020-01-12
549,188,2019-08-04
550,486,2021-04-02
551,191,2022-12-04
552,446,2019-07-12
553,68,2019-12-31
554,277,2021-03-03
555,348,2022-05-05
555,246,2020-11-23
555,450,2021-09-08
556,75,2021-12-12
557,153,2021-12-18
558,143,2019-05-04
559,434,2023-02-22
559,484,2020-07-07
560,85,2021-07-09
560,184,2022-07-12
561,284,2020-04-21
562,461,2022-02-20
563,219,2022-06-05
564,68,2020-07-08
565,46,2021-05-16
566,496,2019-06-27
567,93,2021-05-20
567,237,2023-09-30
568,445,2019-04-16
568,499,2020-08-27
569,452,2020-02-29
570,203,2019-02-09
571,399,2022-08-30
572,217,
573,473,2020-11-04
574,431,2020-02-17
575,340,
576,38,2020-07-22
576,99,2022-01-26
577,288,2021-09-30
578,253,2019-11-07
579,221,
580,356,2023-09-23
581,22,2023-04-07
582,249,2020-12-07
583,9,2022-12-27
584,245,2019-07-11
585,324,2019-11-07
586,99,2022-09-25
586,289,2020-11-10
587,179,2023-07-05
588,222,2022-10-05
589,393,2021-09-12
590,249,2020-05-29
591,146,
592,441,2023-05-09
593,95,2020-09-01
594,256,2019-10-18
595,324,2022-10-30
596,492,2019-01-12
597,3,2022-10-07
598,15,2020-09-07
599,279,2019-09-14
599,335,2023-08-17
599,246,2021-01-18
600,257,2021-12-30
601,496,2021-03-15
602,475,2023-01-26
603,383,2019-08-30
604,159,2021-08-30
605,474,2019-05-04
606,339,2022-11-17
607,151,2021-09-29
608,395,2021-05-03
609,177,2018-12-02
610,162,2018-12-07
611,379,2022-11-24
612,32,2020-07-18
613,416,2020-10-04
614,444,2020-02-25
615,178,2019-07-15
616,426,2022-09-08
617,100,2021-04-05
617,267,2019-11-08
618,322,2021-09-13
619,64,2022-07-25
620,416,2022-03-20
621,167,2018-12-28
622,329,2022-06-29
623,42,2022-11-05
624,43,2020-03-18
625,284,2022-12-30
626,396,2020-09-28
627,11,2021-10-23
627,94,2022-01-20
627,301,2021-07-19
628,385,2020-01-03
629,252,2023-08-02
630,498,2022-12-18
631,241,2022-11-08
632,34,2020-02-22
633,214,2019-05-13
634,336,2020-04-03
635,89,2019-03-16
636,263,2021-06-24
637,92,2023-04-26
638,409,2019-11-15
639,457,2022-03-23
640,89,2020-06-24
641,417,2018-11-17
643,114,2022-07-15
644,104,2021-07-24
645,390,2019-04-12
646,195,2020-12-11
646,313,2022-05-02
647,113,2019-07-14
648,492,2018-12-17
649,74,2021-11-04
650,412,
650,375,2021-12-27
651,419,2022-09-29
652,216,2022-02-21
653,276,2018-12-12
654,248,2020-12-11
655,163,2021-11-14
656,393,2021-10-14
657,356,2020-09-21
658,456,2021-07-21
659,407,2021-08-22
660,191,2020-01-17
661,226,2020-09-12
662,176,2021-01-15
663,98,2021-07-22
664,495,2020-08-11
665,35,2019-06-15
666,465,2019-05-04
667,496,2022-10-27
667,486,2021-01-05
668,95,2020-11-11
669,151,2021-11-10
670,150,2022-05-25
671,189,2020-12-12
672,223,2019-07-05
673,36,2022-09-04
674,267,2021-07-08
675,368,2020-04-28
676,182,2019-06-11
676,12,2018-12-22
677,278,2023-03-22
678,216,2021-06-29
679,354,2020-03-18
680,360,2020-10-18
681,285,2023-01-23
682,272,2021-03-09
683,368,2023-03-06
684,61,2019-12-12
685,83,2019-09-20
685,367,2021-07-22
686,216,2023-04-18
687,341,2022-10-27
688,396,2019-08-25
689,186,2020-07-13
690,18,2021-04-13
691,176,2020-08-31
692,99,
692,395,2020-01-01
692,444,
692,232,2020-01-26
693,402,2020-01-24
694,75,2019-10-28
695,264,
696,454,2023-06-17
697,283,2021-01-21
698,205,2022-09-21
699,222,2022-10-26
700,383,2020-07-27
701,51,2022-06-18
702,338,2020-02-12
703,366,2023-10-05
704,143,2020-02-05
705,372,2022-02-24
706,68,2021-06-26
707,98,2021-12-01
708,395,2020-08-14
709,24,2021-11-04
710,435,2022-11-09
710,378,2022-07-28
711,468,2022-04-23
712,483,2019-07-18
713,52,
713,150,2022-02-11
714,143,2019-03-24
715,56,2023-10-02
716,38,2021-10-11
717,108,2020-01-25
718,180,2023-04-07
719,41,2021-12-27
720,185,2021-09-27
721,422,2021-03-31
722,397,2021-09-11
723,222,2019-10-22
724,121,2019-05-09
725,132,2021-02-13
725,162,
725,214,2019-01-25
726,220,2019-02-13
727,234,2023-10-14
728,330,2019-07-23
729,145,2020-03-26
730,238,2023-05-09
731,75,2023-05-19
732,8,2021-10-03
733,73,2020-07-09
734,441,2020-12-28
735,491,2021-11-08
736,400,
737,252,2021-08-30
738,229,2019-03-28
739,6,2018-12-02
740,173,
741,140,2020-12-31
742,167,2021-03-02
743,169,2022-09-02
744,392,2019-05-06
745,433,2020-02-27
746,282,2022-06-15
747,121,2020-04-07
748,193,2021-09-09
749,4,
750,28,2023-06-03
751,164,2023-06-30
752,421,2020-12-13
753,338,2019-12-12
754,135,2022-08-30
754,495,2021-05-20
754,364,2022-08-06
755,320,2023-10-21
756,341,
757,499,2022-06-29
758,144,2022-03-27
759,326,2019-09-10
760,216,2021-08-22
761,300,2022-03-10
762,131,2020-03-18
763,291,2018-12-15
764,69,2020-03-11
765,251,2019-02-11
766,414,2018-12-14
767,274,2019-10-07
768,444,2022-01-08
769,363,2021-05-09
769,181,2021-08-01
770,166,2021-06-26
771,90,2019-09-07
772,201,2022-03-27
773,345,2022-10-31
774,18,2022-02-10
775,38,2020-01-30
776,125,2019-02-21
777,450,2019-07-23
778,172,2023-05-06
778,140,2022-01-10
779,241,2020-05-10
780,219,
781,125,2019-04-26
782,57,2019-05-29
783,147,2020-11-29
785,475,2019-05-03
786,455,2019-12-07
787,316,2021-11-11
788,382,2019-09-20
789,360,2022-07-12
790,422,2020-07-25
791,0,2019-08-13
792,386,2021-01-08
793,460,
794,347,2022-02-05
795,189,2023-02-11
796,190,2019-01-24
797,368,2022-01-10
798,408,2022-03-29
799,311,2020-12-15
800,416,2021-07-18
801,421,2021-02-15
802,116,2019-03-18
803,133,2022-04-11
804,57,2021-06-19
805,43,2019-07-26
806,172,2020-07-11
807,159,2019-05-17
808,172,2020-06-07
809,316,2020-10-05
810,302,2022-03-27
811,148,2022-03-24
812,79,2020-03-20
813,373,2022-03-16
814,212,
815,202,2019-09-11
816,251,
817,228,2020-07-05
818,163,2023-07-16
819,226,2023-06-06
820,146,2019-09-05
820,19,2020-12-22
821,440,2022-09-30
822,401,2021-03-18
823,46,
824,232,2021-02-04
825,304,
826,13,2019-06-18
827,142,2022-06-18
828,414,2021-04-08
829,0,2023-10-14
830,372,2020-02-16
831,53,2019-07-15
832,373,2023-07-22
833,258,2018-11-13
834,143,2023-04-25
835,470,2021-11-18
836,440,2019-03-23
837,458,2019-04-24
838,11,2022-01-10
838,329,2022-08-20
839,223,2022-03-31
840,271,
841,455,
842,357,2019-09-15
843,459,2023-01-23
843,407,
843,155,2020-03-04
844,372,2022-12-04
845,7,2023-03-14
846,121,2022-04-21
847,347,2019-02-06
848,163,2023-01-18
849,89,2020-09-11
850,135,2021-01-03
851,185,2019-08-28
852,315,2022-05-25
853,177,2019-10-12
854,27,2019-05-27
855,219,2021-12-05
856,356,2020-05-01
857,40,2022-06-06
859,227,2023-05-23
860,191,2023-10-01
861,410,2019-10-05
862,446,2021-03-29
863,144,2021-07-06
863,200,2018-12-04
863,416,2020-04-13
863,211,2022-03-22
864,460,2021-09-19
865,219,2022-08-05
866,239,2020-10-01
867,412,2019-03-06
868,396,2022-04-14
869,45,2023-07-15
869,34,2020-12-05
870,252,2021-05-22
871,389,2020-04-26
872,81,2023-04-02
873,370,2021-07-10
874,255,2023-10-14
875,196,2019-02-07
875,302,2020-10-20
876,408,2021-04-07
877,449,2022-12-07
878,9,2019-10-10
879,311,2023-06-07
880,285,2021-12-16
880,241,2022-01-03
881,250,2020-06-03
882,364,
883,4,2018-11-25
884,118,2021-07-27
885,288,2021-07-06
886,373,2023-08-20
887,64,2019-11-06
888,145,2021-05-03
889,223,2019-07-05
890,238,2023-10-26
891,176,2022-01-21
892,266,2019-05-24
893,340,2020-05-14
894,281,2022-11-19
895,62,2019-10-25
895,216,2019-12-25
896,341,2021-10-05
897,314,2021-09-01
898,282,2020-01-09
899,176,2020-10-21
900,460,2020-08-23
901,416,2022-02-17
902,97,2020-02-28
903,104,2019-12-29
904,98,2023-02-21
905,384,2022-06-13
906,404,
907,495,2020-01-07
908,310,2019-10-19
909,5,
910,475,2021-11-03
911,464,2020-06-28
912,196,2023-09-21
913,350,2021-10-27
914,132,2018-11-05
915,357,2020-09-21
916,258,2019-07-13
917,436,2020-02-08
918,22,2019-04-23
919,484,2021-04-18
919,52,2021-07-14
920,164,2020-11-26
921,201,2023-04-13
922,457,2020-01-04
923,82,2022-02-04
924,144,2019-09-14
925,84,2022-10-21
926,77,2020-02-17
926,456,2019-08-19
927,365,2019-03-07
928,0,2019-11-04
929,50,2023-07-12
930,172,2020-08-27
931,204,2019-06-28
932,259,2019-09-25
933,445,2021-11-30
935,448,2021-12-13
935,368,2020-01-10
936,487,2023-02-11
937,287,2021-03-24
938,33,2022-11-06
939,347,2021-12-27
940,94,2020-05-06
941,71,2020-04-13
941,38,2022-06-14
942,153,2023-05-11
943,249,2022-08-14
944,161,2022-04-30
945,437,2019-11-03
946,117,2021-10-26
947,258,2020-01-26
948,378,
949,305,2022-09-13
950,267,2021-12-04
951,448,2018-12-26
952,53,2021-04-02
953,235,2021-06-28
954,388,2021-12-18
955,477,2021-01-05
956,221,2021-01-02
956,250,2021-05-20
957,312,2020-04-22
958,400,2022-09-17
959,111,2021-06-24
960,254,2021-11-06
962,302,2019-07-04
963,406,2019-04-03
964,206,2022-10-18
965,228,2020-11-07
966,340,2020-10-23
967,397,2023-06-03
968,65,2019-07-26
969,74,2023-08-11
970,434,2021-11-03
971,102,2022-10-26
971,421,2023-06-22
972,191,
973,251,2021-08-01
974,225,2021-04-27
975,293,2020-07-26
976,305,2022-02-02
977,97,2020-03-20
978,337,2023-10-08
979,285,2020-02-26
980,334,2022-09-02
981,346,2018-12-08
982,434,2018-12-15
983,446,2020-10-22
984,481,2021-12-04
985,307,2019-11-08
986,248,2021-11-03
987,165,2019-06-12
988,480,2019-03-17
989,471,2019-10-24
990,334,2021-01-24
990,29,2020-04-17
991,246,2020-11-27
992,105,2019-04-22
993,50,2019-08-19
994,80,2020-02-06
995,132,2020-02-22
996,284,2023-05-20
997,387,2019-10-18
998,137,2021-02-02
999,183,2022-06-27
1000,400,2022-11-04
1001,329,2021-03-16
1002,272,2020-08-08
1002,339,2021-04-27
1002,471,2020-01-13
1003,68,2020-09-07
1003,33,2022-11-11
1004,261,2021-06-16
1005,52,
1005,449,2021-04-11
1006,204,2019-12-03
1007,125,2022-04-09
1008,234,2021-10-03
1009,42,2019-11-20
1010,239,2020-03-29
1011,458,2019-10-02
1012,370,2019-03-11
1013,110,2019-03-28
1014,248,2020-08-21
1015,150,2023-05-30
1016,182,2022-04-06
1017,335,2022-08-23
1018,94,2023-08-14
1019,458,2022-12-14
1020,373,
1021,399,
1022,7,2023-02-17
1023,387,2021-10-14
1024,359,2023-06-26
1025,387,
1026,183,2020-11-21
1027,280,
1028,194,2021-10-23
1028,351,2020-02-09
1028,194,2019-05-14
1029,154,2019-02-16
1030,92,2019-09-11
1030,159,
1030,433,2018-12-13
1031,60,
1032,121,2019-01-27
1033,50,2021-09-06
1034,402,2021-02-19
1035,276,2022-08-13
1036,4,2021-11-06
1037,465,2021-09-05
1038,91,2019-01-29
1039,169,2019-05-05
1039,316,2021-10-17
1040,21,2023-07-26
1041,404,2020-02-13
1042,325,2022-04-01
1043,0,2022-10-05
1044,132,
1045,232,2019-09-23
1046,11,2021-10-06
1047,345,2019-11-27
1048,45,2020-06-09
1049,33,2023-08-20
1050,432,2021-09-12
1052,77,2022-06-28
1053,217,2021-01-25
1054,300,2020-10-10
1055,410,2022-12-19
1056,72,
1057,281,2021-11-25
1058,248,2021-09-04
1059,46,2021-06-26
1060,120,2019-02-27
1061,213,2023-08-08
1062,238,
1063,55,2022-01-17
1064,349,2019-01-02
1065,106,2023-03-01
1066,318,2020-09-14
1067,47,2020-04-06
1068,60,2019-10-20
1068,336,2021-07-26
1069,25,2021-11-23
1070,291,2020-03-02
1071,256,2020-03-29
1071,7,2022-08-31
1072,112,2022-02-16
1073,354,2022-01-26
1074,252,2019-03-14
1075,179,
1076,206,2020-07-31
1077,302,2020-10-14
1077,126,2020-04-14
1077,55,2022-02-13
1078,213,2019-08-02
1079,13,
1080,473,2019-06-03
1081,27,
1082,470,2022-03-19
1083,77,2019-06-08
1085,215,2019-06-20
1086,385,2020-01-28
1087,364,2022-11-13
1088,153,2022-11-19
1089,13,2023-05-08
1090,186,2021-06-15
1091,311,2019-09-14
1092,370,2022-12-11
1093,6,2018-12-03
1094,2,2021-05-24
1095,110,2021-01-24
1096,406,2020-10-17
1097,237,2018-12-06
1098,362,2019-01-07
1099,238,2021-11-18
1099,492,2020-07-01
1099,273,2020-01-26
1099,293,2021-11-01
1100,226,2023-04-17
1101,370,2019-04-10
1102,14,2021-12-23
1103,191,
1104,472,2021-02-08
1105,118,2023-01-21
1105,484,2021-03-28
1106,27,2021-11-25
1107,201,2021-02-02
1108,38,2022-08-20
1109,440,2021-01-19
1110,272,2020-03-19
1111,230,2020-03-09
1112,85,2021-02-02
1113,473,2021-08-24
1114,125,2020-05-27
1115,299,2019-09-07
1115,24,2023-09-29
1116,144,2020-03-11
1117,12,2022-04-04
1118,211,2019-02-06
1119,24,2020-02-27
1119,67,2021-04-05
1120,393,2019-10-30
1120,66,2023-06-08
1121,232,2022-12-22
1122,108,2019-01-02
1123,145,2020-04-29
1124,110,2019-01-28
1125,227,2023-01-25
1126,110,2022-01-14
1127,469,2021-10-14
1128,33,2019-03-28
1129,110,2019-02-27
1130,263,2022-07-28
1131,423,2023-05-13
1132,368,2022-10-24
1133,235,2019-06-01
1134,82,2023-02-11
1135,41,2019-05-14
1136,424,2022-07-29
1137,100,2022-02-27
1138,5,2022-07-19
1139,179,2022-06-19
1140,281,2020-04-08
1141,319,2023-06-14
1142,225,2021-06-18
1142,442,2019-01-04
1143,439,2020-10-12
1144,314,2019-05-26
1145,364,2023-02-06
1146,453,2021-06-10
1147,228,2021-10-25
1148,376,2018-12-18
1149,288,2020-07-10
1150,436,2023-02-23
1151,149,2022-08-27
1152,276,2019-10-04
1153,197,2021-10-11
1154,69,2023-10-25
1155,111,2022-07-16
1156,3,
1157,349,2018-11-27
1158,330,2020-04-28
1159,445,2021-05-01
